id,unit,topic,topicTitle,stimulusType,stimulusText,stimulusImageUrl,stimulusImageAlt,stimulusSource,question,choiceA,choiceB,choiceC,choiceD,answer,explanation
7.4-ev2,7,7.4,7.4 The Economy in the Interwar Period,image,,https://commons.wikimedia.org/wiki/Special:FilePath/World_War_I_alliances.png,World War I alliances map,https://commons.wikimedia.org/wiki/File:World_War_I_alliances.png,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,interwar economic crisis,Great Zimbabwe trade networks,manorial and feudal ties,1,Depression and instability undermined political systems. The image context points most directly to this process.
7.4-ev3,7,7.4,7.4 The Economy in the Interwar Period,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to the interwar world",,,,Which of the following was an important long-term effect of interwar economic crisis?,state legitimacy through institutions,caravanserai-supported Silk Road trade,interwar economic crisis,Pax Mongolica connectivity,2,Depression and instability undermined political systems. This development had durable long-term consequences.
7.4-ev4,7,7.4,7.4 The Economy in the Interwar Period,image,,https://commons.wikimedia.org/wiki/Special:FilePath/World_War_I_alliances.png,World War I alliances map,https://commons.wikimedia.org/wiki/File:World_War_I_alliances.png,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,interwar economic crisis,3,Depression and instability undermined political systems. Historians use visual evidence like this to support broader process arguments.
7.4-ev5,7,7.4,7.4 The Economy in the Interwar Period,none,,,,,Which claim is best supported by historical evidence from 7.4 The Economy in the Interwar Period?,interwar economic crisis,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Depression and instability undermined political systems. This is the most historically defensible claim supported by the evidence.
7.5-ev1,7,7.5,7.5 Unresolved Tensions After World War I,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in post-World War I states",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in post-World War I states?",postwar resentments,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Settlement terms and nationalism fueled revisionist politics. This evidence aligns with institutional change in post-World War I states.
7.5-ev2,7,7.5,7.5 Unresolved Tensions After World War I,image,,https://commons.wikimedia.org/wiki/Special:FilePath/World_War_I_alliances.png,World War I alliances map,https://commons.wikimedia.org/wiki/File:World_War_I_alliances.png,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,postwar resentments,Great Zimbabwe trade networks,manorial and feudal ties,1,Settlement terms and nationalism fueled revisionist politics. The image context points most directly to this process.
7.5-ev3,7,7.5,7.5 Unresolved Tensions After World War I,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to post-World War I states",,,,Which of the following was an important long-term effect of postwar resentments?,state legitimacy through institutions,caravanserai-supported Silk Road trade,postwar resentments,Pax Mongolica connectivity,2,Settlement terms and nationalism fueled revisionist politics. This development had durable long-term consequences.
7.5-ev4,7,7.5,7.5 Unresolved Tensions After World War I,image,,https://commons.wikimedia.org/wiki/Special:FilePath/World_War_I_alliances.png,World War I alliances map,https://commons.wikimedia.org/wiki/File:World_War_I_alliances.png,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,postwar resentments,3,Settlement terms and nationalism fueled revisionist politics. Historians use visual evidence like this to support broader process arguments.
7.5-ev5,7,7.5,7.5 Unresolved Tensions After World War I,none,,,,,Which claim is best supported by historical evidence from 7.5 Unresolved Tensions After World War I?,postwar resentments,Black Death transmission,maritime scale advantages,gunpowder military expansion,0,Settlement terms and nationalism fueled revisionist politics. This is the most historically defensible claim supported by the evidence.
7.6-ev1,7,7.6,7.6 Causes of World War II,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in the 1930s",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in the 1930s?",authoritarian expansionism,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Revisionist regimes challenged borders and collective security. This evidence aligns with institutional change in the 1930s.
7.6-ev2,7,7.6,7.6 Causes of World War II,image,,https://commons.wikimedia.org/wiki/Special:FilePath/World_War_I_alliances.png,World War I alliances map,https://commons.wikimedia.org/wiki/File:World_War_I_alliances.png,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,authoritarian expansionism,Great Zimbabwe trade networks,manorial and feudal ties,1,Revisionist regimes challenged borders and collective security. The image context points most directly to this process.
7.6-ev3,7,7.6,7.6 Causes of World War II,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to the 1930s",,,,Which of the following was an important long-term effect of authoritarian expansionism?,state legitimacy through institutions,caravanserai-supported Silk Road trade,authoritarian expansionism,Pax Mongolica connectivity,2,Revisionist regimes challenged borders and collective security. This development had durable long-term consequences.
